projectID,taskID,taskName,status,deadline
382,6,Draft timesheets for Sales this sprint,in review,2024-08-07
382,7,Plan handoff documentation for Q3,in review,2025-05-18
382,8,Confirm project milestones this sprint,approved,2025-06-27
383,1,Outline upcoming travel requests — draft,complete,2025-01-04
383,2,Summarize handoff documentation for Q3,in review,2024-08-22
383,3,Organize current onboarding paperwork for Q3,approved,2023-08-30
383,4,Submit weekly security assessments for Q3,approved,2024-12-15
383,5,Finalize pending inventory counts before Friday,complete,2023-09-22
383,6,Complete upcoming hiring requisitions (internal),complete,2024-06-16
383,7,Archive pending support tickets this sprint,complete,2024-08-11
383,8,Coordinate expense reports this sprint,in review,2024-08-15
384,1,Complete equipment orders for Engineering with HR,complete,2023-04-02
384,2,Archive upcoming budget variance notes — draft,in review,2024-04-19
384,3,Summarize onboarding paperwork for Sales with legal,approved,2024-03-03
384,4,Document compliance checklists for Operations this sprint,approved,2023-07-30
384,5,Archive monthly sales forecasts with legal,approved,2023-03-29
384,6,Confirm release notes for Engineering for Q3,in review,2024-04-30
384,7,Summarize pending equipment orders for Q2,complete,2024-01-12
384,8,Organize expense reports with finance,approved,2024-04-28
385,1,Publish security assessments for Marketing (internal),approved,2023-11-24
385,2,Organize risk registers for Q4,in progress,2023-11-04
385,3,Compile monthly benefits enrollment this sprint,approved,2023-12-21
385,4,Document handoff documentation for Sales for Q4,approved,2024-01-12
385,5,Finalize performance goals,in progress,2024-01-23
385,6,Reconcile weekly client proposals with legal,in review,2023-01-04
385,7,Confirm equipment orders for Sales for leadership review,in progress,2023-10-18
385,8,Compile cross-team dependencies before Friday,in progress,2023-02-11
386,1,Audit weekly payroll exceptions for leadership review,in progress,2023-02-12
386,2,Compile client proposals for Marketing (internal),in progress,2023-09-11
386,3,Document handoff documentation for Sales — draft,approved,2022-01-19
386,4,Collect invoice approvals for Operations for Q3,complete,2022-08-07
386,5,Compile pending audit findings with legal,in progress,2022-02-07
386,6,Document hiring requisitions,approved,2023-01-08
386,7,Finalize hiring requisitions — draft,in progress,2022-10-30
386,8,Draft budget variance notes,complete,2022-02-13
387,1,Update current scope change requests with legal,approved,2024-05-08
387,2,Outline product requirements for Marketing for leadership review,in review,2024-09-23
387,3,Confirm scope change requests for Operations with legal,complete,2024-04-25
387,4,Document stakeholder feedback for Operations with HR,complete,2024-09-06
387,5,Prioritize department KPIs (internal),in progress,2024-09-04
387,6,Analyze the quarterly budget for HR this sprint,in progress,2024-02-05
387,7,Coordinate security assessments for leadership review,in review,2024-08-08
387,8,Draft support tickets with finance,in progress,2024-09-20
388,1,Prioritize pending benefits enrollment for Q4,approved,2024-09-09
388,2,Analyze monthly travel requests with legal,approved,2024-09-22
388,3,Schedule meeting notes for Engineering for Q3,approved,2024-04-29
388,4,Track travel requests for Q1,complete,2024-02-23
388,5,Archive incident reports for Engineering — draft,overdue,2025-01-02
388,6,Reconcile budget variance notes before Friday,complete,2024-02-14
388,7,Reconcile partner agreements for HR — follow-up,in progress,2025-02-18
388,8,Review travel requests for Q1,approved,2025-01-25
389,1,Coordinate stakeholder feedback for Finance for Q2,approved,2027-05-06
389,2,Compile upcoming support tickets — draft,in progress,2026-07-01
389,3,Compile pending expense reports — draft,complete,2027-02-07
389,4,Summarize invoice approvals for Marketing with legal,overdue,2026-09-09
389,5,Document facility access requests for Sales this sprint,approved,2026-11-04
389,6,Track purchase orders for Sales with legal,in progress,2026-12-14
389,7,Organize handoff documentation for leadership review,complete,2026-08-10
389,8,Archive handoff documentation for Marketing with HR,complete,2026-10-24
390,1,Organize client proposals with legal,in progress,2024-12-09
390,2,Organize current handoff documentation for Q1,in progress,2024-06-26
390,3,Analyze marketing briefs before Friday,in review,2024-11-11
390,4,Outline data backups for HR — follow-up,approved,2025-01-07
390,5,Complete upcoming risk registers for leadership review,complete,2024-07-25
390,6,Plan upcoming annual reviews with finance,complete,2024-08-01
390,7,Confirm partner agreements (internal),complete,2024-12-27
390,8,Summarize budget variance notes — follow-up,in progress,2024-07-05
391,1,Complete facility access requests for HR this sprint,complete,2023-03-20
391,2,Review project milestones for HR for Q3,in progress,2023-09-08
391,3,Reconcile release notes for Q4,in progress,2022-10-29
391,4,Review sales forecasts for Q2,complete,2023-07-18
391,5,Draft marketing briefs for HR — follow-up,complete,2023-06-06
391,6,Document benefits enrollment for Operations — follow-up,overdue,2023-07-12
391,7,Draft weekly capital expenditure requests for Q3,complete,2023-03-22
391,8,Coordinate release notes for leadership review,approved,2022-10-04
392,1,Analyze client proposals,complete,2021-06-07
392,2,Collect current timesheets — follow-up,complete,2020-10-10
392,3,Complete handoff documentation (internal),in review,2021-07-15
392,4,Prioritize current scope change requests — draft,approved,2021-05-21
392,5,Prepare monthly vendor contracts for Q1,in progress,2021-07-05
392,6,Archive support tickets for Marketing (internal),in progress,2020-11-05
392,7,Update hiring requisitions for Engineering with finance,in progress,2021-01-19
392,8,Submit compliance checklists with finance,in review,2021-10-15
393,1,Approve upcoming facility access requests for Q2,in progress,2025-03-31
393,2,Analyze the quarterly budget,in review,2025-04-23
393,3,Approve current product requirements for Q1,in progress,2025-04-17
393,4,Audit purchase orders with legal,in progress,2025-04-22
393,5,Document scope change requests — draft,approved,2025-04-11
393,6,Archive invoice approvals for Q4,in progress,2025-04-10
393,7,Review meeting notes for Q1,in progress,2025-04-04
393,8,Reconcile weekly vendor contracts this sprint,approved,2025-03-29
394,1,Coordinate pending scope change requests this sprint,in progress,2027-06-03
394,2,Prioritize software licenses for Engineering with finance,in progress,2026-09-23
394,3,Summarize weekly compliance checklists,approved,2027-10-28
394,4,Document support tickets for Sales,approved,2026-10-24
394,5,Complete performance goals for HR (internal),in review,2026-03-04
394,6,Audit sales forecasts — follow-up,in review,2026-09-19
394,7,Track budget variance notes — draft,complete,2027-11-12
394,8,Audit monthly client proposals,complete,2027-11-24
395,1,Implement benefits enrollment for HR,overdue,2024-01-09
395,2,Analyze cross-team dependencies for Q1,overdue,2023-11-28
395,3,Track training materials for Marketing (internal),approved,2024-01-16
395,4,Confirm meeting notes for HR with finance,in progress,2023-12-22
395,5,Draft data backups for Finance for Q3,in progress,2023-11-18
395,6,Schedule customer surveys for leadership review,complete,2024-02-20
395,7,Reconcile weekly performance goals with legal,in review,2023-12-11
395,8,Prioritize data backups for Finance for Q4,complete,2023-11-19
396,1,Summarize budget variance notes for HR — draft,in review,2023-03-13
396,2,Compile training materials for Operations,approved,2023-02-19
396,3,Plan the quarterly budget for leadership review,in progress,2022-10-06
396,4,Prioritize stakeholder feedback for Operations — follow-up,complete,2023-08-05
396,5,Implement benefits enrollment before Friday,in review,2023-06-21
396,6,Finalize travel requests for Engineering for Q1,approved,2022-07-05
396,7,Monitor monthly hiring requisitions — follow-up,in progress,2022-10-06
396,8,Update sales forecasts for Engineering for leadership review,approved,2023-06-01
397,1,Coordinate performance goals for Marketing — follow-up,approved,2026-08-29
397,2,Verify current travel requests for leadership review,in progress,2026-01-09
397,3,Update customer surveys for HR before Friday,in review,2025-12-01
397,4,Approve project milestones for leadership review,complete,2026-10-19
397,5,Draft inventory counts for Operations before Friday,overdue,2026-11-09
397,6,Schedule monthly incident reports this sprint,approved,2026-11-06
397,7,Prioritize monthly release notes for Q4,approved,2026-01-10
397,8,Publish partner agreements for Operations for leadership review,complete,2026-10-18
398,1,Track upcoming purchase orders for Q3,complete,2023-07-27
398,2,Summarize cross-team dependencies for leadership review,in progress,2023-10-08
398,3,Publish equipment orders for Operations for Q3,in review,2023-08-18
398,4,Analyze current marketing briefs for Q3,in progress,2023-10-23
398,5,Approve weekly customer surveys — follow-up,in review,2023-09-16
398,6,Archive weekly customer surveys before Friday,complete,2023-06-30
398,7,Prioritize incident reports for Q4,approved,2023-06-12
398,8,Track current software licenses with HR,overdue,2023-08-25
399,1,Organize equipment orders for leadership review,in review,2026-03-13
399,2,Monitor current audit findings (internal),complete,2026-09-11
399,3,Reconcile monthly security assessments for Q4,approved,2026-09-04
399,4,Prioritize weekly vendor contracts (internal),complete,2026-04-15
399,5,Plan onboarding paperwork for HR — follow-up,complete,2026-03-28
399,6,Coordinate capital expenditure requests for Sales with legal,complete,2026-09-07
399,7,Analyze facility access requests for HR — draft,in progress,2026-03-26
399,8,Organize software licenses — follow-up,complete,2026-08-06
400,1,Update meeting notes for Finance with HR,complete,2019-12-01
400,2,Analyze timesheets,approved,2019-12-30
400,3,Complete sales forecasts for Q2,overdue,2019-05-17
400,4,Archive expense reports for Q3,complete,2019-12-18
400,5,Validate monthly capital expenditure requests (internal),in review,2019-08-23
400,6,Finalize compliance checklists for Engineering — draft,approved,2020-02-09
400,7,Outline training materials,complete,2019-04-27
400,8,Schedule vendor contracts for Finance with legal,in review,2019-10-11
401,1,Review equipment orders this sprint,in progress,2026-09-10
401,2,Update cross-team dependencies for HR for leadership review,overdue,2026-09-15
401,3,Prepare performance goals for Q2,in review,2026-03-10
401,4,Organize pending invoice approvals for Q3,complete,2027-04-07
401,5,Publish monthly cross-team dependencies for Q4,in review,2026-11-05
401,6,Confirm support tickets for Operations for Q2,approved,2026-07-28
401,7,Document software licenses — follow-up,in progress,2026-02-26
401,8,Submit meeting notes — draft,in review,2027-03-15
402,1,Publish monthly vendor contracts — draft,in progress,2019-12-12
402,2,Collect travel requests — draft,approved,2019-12-07
402,3,Validate pending inventory counts this sprint,in review,2019-11-27
402,4,Collect weekly sales forecasts for Q3,in review,2019-11-13
402,5,Implement hiring requisitions for HR for Q1,complete,2019-11-15
402,6,Prioritize the quarterly budget for HR this sprint,complete,2019-11-17
402,7,Confirm annual reviews for leadership review,in progress,2019-12-01
402,8,Prioritize timesheets with HR,approved,2019-10-24
403,1,Analyze marketing briefs for HR with legal,approved,2022-07-01
403,2,Track customer surveys,approved,2022-05-12
403,3,Summarize upcoming incident reports for leadership review,approved,2022-02-16
403,4,Coordinate security assessments for HR for Q1,in review,2022-05-01
403,5,Prepare capital expenditure requests for HR,approved,2022-03-28
403,6,Collect monthly onboarding paperwork this sprint,approved,2022-03-09
403,7,Compile partner agreements for Sales,complete,2022-06-03
403,8,Schedule upcoming the quarterly budget for Q2,in review,2022-04-12
404,1,Schedule current training materials for Q3,overdue,2024-03-18
404,2,Organize weekly partner agreements with legal,approved,2023-09-25
404,3,Analyze weekly policy updates for Q4,approved,2024-03-18
404,4,Organize stakeholder feedback,complete,2024-08-11
404,5,Review annual reviews for HR with legal,in progress,2023-12-28
404,6,Approve inventory counts for Operations for leadership review,overdue,2024-02-01
404,7,Verify risk registers for Operations with HR,in review,2023-10-16
404,8,Approve payroll exceptions for Q3,in review,2023-08-10
405,1,Organize the quarterly budget with legal,in review,2024-12-03
405,2,Prioritize compliance checklists — follow-up,complete,2026-04-29
405,3,Archive upcoming compliance checklists for leadership review,approved,2025-01-25
405,4,Collect equipment orders for Operations for Q1,complete,2025-10-30
405,5,Track upcoming audit findings — draft,complete,2025-12-09
405,6,Verify pending handoff documentation for Q3,in progress,2025-10-08
405,7,Audit policy updates for Q1,approved,2025-07-17
405,8,Audit weekly client proposals for Q2,complete,2025-07-11
406,1,Review monthly client proposals with HR,complete,2019-07-06
406,2,Review the quarterly budget for Operations this sprint,in review,2019-07-12
406,3,Coordinate partner agreements for Marketing for leadership review,overdue,2019-04-14
406,4,Review software licenses with HR,approved,2019-09-10
406,5,Audit security assessments for Marketing (internal),in progress,2019-06-19
406,6,Implement monthly handoff documentation for Q4,in progress,2019-09-11
406,7,Verify pending performance goals this sprint,approved,2019-07-19
406,8,Coordinate onboarding paperwork with legal,overdue,2019-05-25
407,1,Summarize scope change requests for HR for Q4,approved,2024-01-31
407,2,Analyze monthly annual reviews (internal),in progress,2024-01-10
407,3,Update partner agreements with legal,overdue,2024-02-10
407,4,Complete current cross-team dependencies — draft,approved,2024-02-06
407,5,Archive software licenses — follow-up,in progress,2024-01-31
407,6,Audit pending compliance checklists for leadership review,in review,2024-02-09
407,7,Submit release notes for Finance for Q4,overdue,2024-02-07
407,8,Review compliance checklists — draft,approved,2024-01-26
408,1,Validate meeting notes with legal,approved,2020-10-07
408,2,Verify support tickets for Sales,in progress,2020-11-07
408,3,Draft weekly incident reports before Friday,approved,2020-10-06
408,4,Audit monthly release notes with finance,in review,2020-09-30
408,5,Audit timesheets for HR for Q3,approved,2020-11-15
408,6,Plan onboarding paperwork for leadership review,in review,2021-01-14
408,7,Confirm monthly expense reports,in review,2021-05-08
408,8,Prepare department KPIs for Operations — draft,approved,2021-05-08
409,1,Prioritize support tickets with legal,complete,2025-01-02
409,2,Coordinate policy updates for Marketing for Q1,in progress,2026-02-02
409,3,Track benefits enrollment for HR (internal),in review,2024-10-17
409,4,Coordinate current equipment orders — draft,in review,2025-09-26
409,5,Schedule software licenses for Operations (internal),in review,2025-07-22
409,6,Validate facility access requests for Sales,overdue,2025-09-05
409,7,Draft capital expenditure requests for Sales,complete,2026-01-02
409,8,Coordinate monthly equipment orders,in progress,2025-12-31
410,1,Validate the quarterly budget for Q4,in progress,2019-12-29
410,2,Audit pending risk registers this sprint,approved,2019-12-01
410,3,Archive current partner agreements for Q1,complete,2020-01-17
410,4,Track monthly release notes for Q2,complete,2020-03-07
410,5,Confirm marketing briefs for Sales with finance,approved,2020-02-23
410,6,Archive monthly client proposals before Friday,overdue,2020-02-26
410,7,Audit meeting notes for Engineering with finance,complete,2020-01-24
410,8,Coordinate travel requests,in review,2020-01-20
411,1,Monitor timesheets for Engineering — draft,in progress,2025-09-22
411,2,Confirm payroll exceptions for Finance,overdue,2026-02-12
411,3,Reconcile budget variance notes for leadership review,in review,2025-11-13
411,4,Monitor pending data backups for leadership review,approved,2025-12-17
411,5,Outline customer surveys for Sales,approved,2026-02-18
411,6,Collect equipment orders for Q3,approved,2025-05-21
411,7,Coordinate purchase orders (internal),approved,2025-10-31
411,8,Complete handoff documentation for Q1,in progress,2026-04-27
412,1,Verify weekly travel requests for Q4,in progress,2025-03-04
412,2,Archive meeting notes for leadership review,in review,2024-09-25
412,3,Finalize policy updates for Operations before Friday,in review,2025-03-01
412,4,Track facility access requests for HR with HR,complete,2024-09-04
412,5,Update budget variance notes for leadership review,approved,2024-10-21
412,6,Publish handoff documentation for Q1,in review,2025-02-23
412,7,Validate client proposals for Q1,in review,2024-07-12
412,8,Complete pending risk registers,approved,2024-09-13
413,1,Update weekly hiring requisitions for Q1,approved,2022-06-05
413,2,Monitor training materials for Sales before Friday,in review,2022-05-23
413,3,Organize upcoming vendor contracts,complete,2022-06-23
413,4,Complete upcoming scope change requests — follow-up,complete,2022-05-22
413,5,Collect current product requirements,approved,2022-09-21
413,6,Compile audit findings — follow-up,in review,2022-11-07
413,7,Analyze facility access requests for leadership review,in review,2022-10-10
413,8,Publish hiring requisitions with finance,in review,2022-04-15
414,1,Audit pending performance goals,approved,2021-09-02
414,2,Confirm release notes for Q4,complete,2020-10-16
414,3,Audit pending software licenses,complete,2021-02-18
414,4,Compile meeting notes for Sales,in review,2021-02-07
414,5,Prioritize release notes for Engineering this sprint,in review,2021-02-28
414,6,Verify project milestones for Finance (internal),in progress,2021-10-16
414,7,Collect upcoming scope change requests this sprint,overdue,2021-03-27
414,8,Document pending expense reports before Friday,in progress,2021-04-07
415,1,Collect upcoming annual reviews this sprint,complete,2022-09-20
415,2,Approve audit findings for Marketing for Q2,complete,2023-03-07
415,3,Publish risk registers for Marketing,approved,2022-05-05
415,4,Update budget variance notes for Sales,approved,2022-07-17
415,5,Prepare weekly hiring requisitions — follow-up,approved,2022-11-13
415,6,Confirm equipment orders for Operations for Q3,in review,2023-09-28
415,7,Coordinate department KPIs — draft,in review,2023-04-18
415,8,Prioritize pending audit findings (internal),complete,2022-10-15
416,1,Submit weekly incident reports for Q2,in review,2022-07-29
416,2,Monitor scope change requests for Finance with finance,approved,2022-09-11
416,3,Outline incident reports for HR for Q1,in review,2022-03-31
416,4,Track training materials for Q3,in review,2022-10-03
416,5,Update customer surveys for Marketing for Q1,in review,2022-08-18
416,6,Validate the quarterly budget for HR with finance,approved,2022-06-22
416,7,Prioritize weekly purchase orders for Q2,in review,2022-08-08
416,8,Verify policy updates — draft,complete,2022-07-30
417,1,Verify upcoming training materials,in progress,2021-04-03
417,2,Complete the quarterly budget for Operations (internal),in progress,2021-05-04
417,3,Implement weekly data backups with HR,complete,2021-05-10
417,4,Archive upcoming audit findings for Q4,in progress,2021-06-09
417,5,Organize equipment orders for Engineering for Q1,complete,2020-06-27
417,6,Organize capital expenditure requests for Finance for Q3,in review,2020-11-18
417,7,Confirm capital expenditure requests for Sales — draft,approved,2021-02-12
417,8,Draft weekly inventory counts for Q4,complete,2020-08-02
418,1,Complete incident reports — draft,in review,2021-10-19
418,2,Analyze scope change requests for Engineering for leadership review,in progress,2021-03-02
418,3,Verify incident reports — draft,overdue,2021-07-14
418,4,Compile project milestones for Sales for Q4,in progress,2020-09-10
418,5,Complete annual reviews (internal),in review,2021-08-22
418,6,Schedule purchase orders for Q3,in review,2021-09-23
418,7,Outline payroll exceptions for Finance before Friday,approved,2021-04-25
418,8,Complete inventory counts for Sales — follow-up,in progress,2021-10-09
419,1,Draft purchase orders for leadership review,in review,2024-03-18
419,2,Finalize timesheets (internal),complete,2024-05-10
419,3,Verify monthly training materials for Q1,in progress,2024-01-25
419,4,Approve support tickets for Sales for leadership review,overdue,2024-05-13
419,5,Outline scope change requests (internal),in progress,2024-02-20
419,6,Outline performance goals (internal),approved,2024-05-31
419,7,Update release notes for Finance (internal),complete,2024-06-02
419,8,Complete customer surveys for Engineering this sprint,in review,2024-04-02
420,1,Prioritize compliance checklists for Marketing before Friday,in progress,2023-01-10
420,2,Prepare upcoming release notes before Friday,in review,2024-01-27
420,3,Monitor support tickets before Friday,approved,2023-08-15
420,4,Summarize timesheets for Q4,approved,2023-11-25
420,5,Monitor upcoming invoice approvals for Q1,in progress,2023-04-14
420,6,Collect support tickets for Q4,in progress,2023-11-17
420,7,Approve weekly hiring requisitions — follow-up,complete,2022-11-02
420,8,Summarize pending meeting notes — draft,in progress,2022-07-16
421,1,Archive monthly customer surveys for Q3,complete,2021-03-14
421,2,Track weekly data backups before Friday,in review,2020-10-29
421,3,Summarize payroll exceptions for HR with HR,in review,2020-11-17
421,4,Monitor client proposals with HR,in progress,2021-01-31
421,5,Coordinate project milestones,in review,2021-02-20
421,6,Reconcile capital expenditure requests for Sales for Q1,approved,2020-03-06
421,7,Collect sales forecasts for HR — follow-up,complete,2021-02-18
421,8,Schedule expense reports for Marketing (internal),in review,2020-05-27
422,1,Organize compliance checklists for Operations — follow-up,complete,2026-01-17
422,2,Collect handoff documentation for Operations for Q1,in progress,2025-08-30
422,3,Coordinate current cross-team dependencies for Q2,complete,2025-10-01
422,4,Prepare inventory counts for HR with finance,approved,2025-12-05
422,5,Review benefits enrollment (internal),complete,2025-11-23
422,6,Coordinate current cross-team dependencies — follow-up,in progress,2025-12-09
422,7,Collect risk registers for HR before Friday,complete,2025-11-26
422,8,Archive vendor contracts for leadership review,in progress,2025-10-18
423,1,Publish annual reviews for Sales (internal),in review,2023-04-25
423,2,Confirm pending capital expenditure requests for Q4,in review,2023-10-30
423,3,Audit upcoming hiring requisitions for Q4,in progress,2023-10-03
423,4,Update stakeholder feedback for Engineering for Q2,complete,2023-04-11
423,5,Plan current sales forecasts with legal,in progress,2024-01-23
423,6,Organize incident reports for Engineering for Q3,complete,2023-06-20
423,7,Draft vendor contracts for Q1,complete,2023-09-19
423,8,Prioritize weekly performance goals with legal,in review,2023-07-19
424,1,Outline handoff documentation for Operations — draft,complete,2025-06-04
424,2,Collect travel requests for Sales before Friday,approved,2025-08-25
424,3,Document timesheets for Q2,complete,2025-12-26
424,4,Monitor weekly audit findings this sprint,complete,2026-03-24
424,5,Collect stakeholder feedback for Operations with HR,complete,2025-07-05
424,6,Prioritize equipment orders for Engineering for Q3,in review,2025-05-23
424,7,Compile risk registers for Marketing this sprint,in review,2025-05-23
424,8,Submit current customer surveys for Q1,in review,2025-08-26
425,1,Document current budget variance notes — follow-up,in progress,2024-05-05
425,2,Outline project milestones for Sales (internal),in progress,2024-07-08
425,3,Review pending hiring requisitions before Friday,in review,2023-09-22
425,4,Track equipment orders for HR with HR,in progress,2024-07-18
425,5,Plan upcoming capital expenditure requests — follow-up,approved,2024-07-17
425,6,Compile expense reports for Sales this sprint,in progress,2023-10-02
425,7,Publish payroll exceptions for Sales,complete,2023-07-24
425,8,Implement client proposals for Finance for Q1,approved,2024-03-03
426,1,Document current purchase orders for Q2,in review,2023-07-16
426,2,Submit pending vendor contracts — draft,in review,2023-08-21
426,3,Schedule equipment orders for Operations with finance,in progress,2023-08-05
426,4,Compile customer surveys for Operations this sprint,complete,2023-07-28
426,5,Finalize pending department KPIs for Q1,complete,2023-06-11
426,6,Schedule upcoming equipment orders — draft,in review,2023-07-15
426,7,Archive budget variance notes for Finance — follow-up,in progress,2023-08-18
426,8,Audit weekly capital expenditure requests with finance,complete,2023-10-13
427,1,Audit meeting notes for Marketing with HR,in review,2026-12-03
427,2,Analyze risk registers for HR — follow-up,complete,2027-04-30
427,3,Confirm purchase orders with legal,in review,2026-08-10
427,4,Schedule monthly customer surveys for Q2,in review,2026-08-04
427,5,Complete pending cross-team dependencies — draft,approved,2027-03-18
427,6,Collect audit findings for HR with finance,in review,2026-09-09
427,7,Implement audit findings for HR with finance,in review,2026-08-28
427,8,Complete payroll exceptions for Q3,in review,2026-06-07
428,1,Finalize facility access requests (internal),approved,2024-09-24
428,2,Collect onboarding paperwork for Marketing before Friday,in progress,2025-06-18
428,3,Outline project milestones for Engineering for Q3,in review,2024-09-07
428,4,Outline scope change requests for Engineering with finance,in progress,2025-02-15
428,5,Review budget variance notes for Sales — follow-up,complete,2025-03-19
428,6,Draft monthly timesheets for Q1,in review,2024-11-06
428,7,Approve upcoming partner agreements this sprint,in progress,2025-04-08
428,8,Prepare software licenses with finance,approved,2025-05-30
429,1,Document performance goals for leadership review,in progress,2025-01-01
429,2,Archive monthly travel requests before Friday,in review,2023-09-29
429,3,Organize payroll exceptions with HR,in review,2024-12-04
429,4,Coordinate weekly inventory counts — follow-up,approved,2025-03-25
429,5,Schedule travel requests this sprint,complete,2024-01-04
429,6,Prepare timesheets with legal,in progress,2023-09-06
429,7,Archive timesheets with HR,approved,2024-12-06
429,8,Track purchase orders for Finance this sprint,approved,2025-02-16
430,1,Reconcile weekly cross-team dependencies for Q4,in progress,2025-01-03
430,2,Prioritize compliance checklists for Sales with HR,in review,2025-04-13
430,3,Prioritize upcoming invoice approvals for leadership review,in review,2025-05-19
430,4,Outline handoff documentation — draft,complete,2025-02-10
430,5,Update current benefits enrollment for Q3,complete,2024-11-27
430,6,Analyze current travel requests,in review,2025-03-14
430,7,Document upcoming expense reports — draft,overdue,2026-02-08
430,8,Approve current customer surveys for leadership review,in review,2025-09-23
431,1,Review department KPIs before Friday,approved,2024-03-05
431,2,Audit upcoming product requirements for Q3,complete,2023-12-16
431,3,Collect capital expenditure requests for Q4,overdue,2024-02-16
431,4,Submit current sales forecasts for Q3,overdue,2023-08-02
431,5,Publish department KPIs for Marketing for Q1,in review,2023-12-03
431,6,Analyze expense reports for Engineering — draft,in progress,2023-12-15
431,7,Prioritize policy updates,complete,2023-12-17
431,8,Finalize facility access requests for HR for Q4,complete,2024-01-02
432,1,Monitor annual reviews for Engineering with legal,in review,2026-05-27
432,2,Collect annual reviews with legal,approved,2025-11-27
432,3,Coordinate sales forecasts for HR this sprint,in review,2026-06-08
432,4,Update current invoice approvals — follow-up,in progress,2026-04-01
432,5,Prepare onboarding paperwork this sprint,in review,2026-06-07
432,6,Analyze capital expenditure requests for Q1,in review,2026-03-27
432,7,Coordinate budget variance notes for Engineering for Q3,approved,2025-12-07
432,8,Outline pending expense reports (internal),in review,2026-06-01
433,1,Collect incident reports for Q2,approved,2025-04-23
433,2,Submit annual reviews for Operations for Q1,complete,2025-05-15
433,3,Summarize benefits enrollment — draft,approved,2025-06-09
433,4,Validate pending security assessments with HR,approved,2025-04-15
433,5,Audit pending stakeholder feedback for Q3,approved,2025-04-26
433,6,Complete hiring requisitions for Q3,complete,2025-04-09
433,7,Approve release notes (internal),in progress,2025-04-17
433,8,Analyze invoice approvals for Marketing with finance,in progress,2025-06-02
434,1,Archive current training materials for Q4,in progress,2025-01-29
434,2,Plan current the quarterly budget for leadership review,in review,2025-05-14
434,3,Summarize current project milestones — draft,approved,2025-02-25
434,4,Plan vendor contracts for Finance before Friday,complete,2025-01-24
434,5,Plan monthly timesheets (internal),complete,2025-05-17
434,6,Submit risk registers before Friday,complete,2025-05-13
434,7,Prioritize release notes for Engineering for Q4,complete,2025-04-08
434,8,Document training materials for Finance with finance,complete,2025-03-05
435,1,Monitor project milestones for Marketing,in progress,2023-03-16
435,2,Document monthly product requirements — draft,in review,2023-06-17
435,3,Implement monthly purchase orders for leadership review,in review,2023-09-16
435,4,Coordinate payroll exceptions this sprint,in progress,2023-04-19
435,5,Plan product requirements for Engineering with finance,in review,2024-01-17
435,6,Review the quarterly budget for Sales this sprint,in review,2023-08-10
435,7,Finalize pending handoff documentation for Q3,overdue,2022-08-31
435,8,Collect pending data backups,in review,2023-08-20
436,1,Validate onboarding paperwork for Finance with finance,in review,2021-11-20
436,2,Archive pending inventory counts — draft,in review,2021-07-03
436,3,Draft payroll exceptions before Friday,approved,2022-01-16
436,4,Schedule upcoming facility access requests for Q1,complete,2021-11-07
436,5,Validate scope change requests,approved,2021-12-10
436,6,Publish weekly stakeholder feedback before Friday,complete,2021-05-08
436,7,Review monthly risk registers for Q1,complete,2020-11-22
436,8,Reconcile marketing briefs for HR — follow-up,in review,2021-02-23
437,1,Plan pending risk registers with finance,in progress,2026-10-09
437,2,Verify marketing briefs for Marketing with HR,in progress,2026-04-03
437,3,Audit upcoming cross-team dependencies — follow-up,in progress,2026-03-04
437,4,Finalize upcoming incident reports before Friday,overdue,2026-02-22
437,5,Schedule support tickets — follow-up,complete,2026-07-21
437,6,Audit equipment orders with finance,complete,2025-06-19
437,7,Approve marketing briefs for Finance for Q4,complete,2025-07-31
437,8,Submit capital expenditure requests,in progress,2026-10-19
438,1,Publish upcoming marketing briefs (internal),in review,2025-02-26
438,2,Schedule training materials for Q2,in progress,2025-03-21
438,3,Reconcile weekly stakeholder feedback this sprint,in review,2024-12-25
438,4,Summarize weekly onboarding paperwork for Q4,in review,2025-03-26
438,5,Draft inventory counts for Operations with HR,in review,2024-12-25
438,6,Implement software licenses for Q3,approved,2025-04-28
438,7,Organize security assessments for Finance for Q1,complete,2025-05-30
438,8,Submit monthly policy updates for leadership review,in progress,2025-05-11
439,1,Prioritize handoff documentation for Engineering,in review,2023-07-23
439,2,Collect budget variance notes for Engineering with HR,approved,2023-08-06
439,3,Plan timesheets for Finance for leadership review,in review,2023-09-04
439,4,Plan current equipment orders for Q3,approved,2023-11-16
439,5,Schedule risk registers for Finance — follow-up,approved,2023-11-27
439,6,Submit current security assessments this sprint,complete,2023-10-23
439,7,Track equipment orders with finance,complete,2023-09-18
439,8,Implement purchase orders for Sales with HR,approved,2023-09-18
440,1,Audit vendor contracts for Q3,approved,2026-02-17
440,2,Review monthly support tickets this sprint,in review,2025-07-12
440,3,Schedule support tickets for HR (internal),complete,2026-01-31
440,4,Prepare current data backups for Q4,in progress,2026-03-29
440,5,Reconcile payroll exceptions for Operations before Friday,overdue,2025-07-09
440,6,Schedule pending scope change requests — follow-up,approved,2025-12-28
440,7,Coordinate vendor contracts for HR — draft,complete,2025-11-12
440,8,Document invoice approvals for Engineering — draft,approved,2026-03-13
441,1,Confirm audit findings for Finance — follow-up,in progress,2022-04-03
441,2,Schedule timesheets for HR for Q4,overdue,2022-03-08
441,3,Compile equipment orders for Finance this sprint,approved,2021-10-23
